text,audio
"أنا أحب القطط كثيرًا, me gustan mucho los gatos, 猫が大好きです, আমি বিড়াল পছন্দ করি।","{'bytes': None, 'path': 'audiosamples/audio_2424.wav'}"
"Le livre 在书架上是一个宝贝，وهو جسر بين الثقافات, y nos enseña mucho.","{'bytes': None, 'path': 'audiosamples/audio_2425.wav'}"
قام محمد بتحضير البرياني بأسلوب بنغالي أصيل، حيث استعمل الأرز البسمتي والماسالا لإعطاء الطعام نكهة مميزة.,"{'bytes': None, 'path': 'audiosamples/audio_2426.wav'}"
لقد زرت باريس وكانت magnifique، حيث الجمال يلتقي التقاليد العربية والفن الفرنسي.,"{'bytes': None, 'path': 'audiosamples/audio_2427.wav'}"
قام محمد بتحضير البرياني بأسلوب بنغالي أصيل، حيث استعمل الأرز البسمتي والماسالا لإعطاء الطعام نكهة مميزة.,"{'bytes': None, 'path': 'audiosamples/audio_2428.wav'}"
عندما تجولت في شوارع موسكو، وجدت نفسي مشدوداً لشراء البابوشكا الجميلة المعروضة في الأسواق.,"{'bytes': None, 'path': 'audiosamples/audio_2429.wav'}"
"Guten Tag, como você está? أنا بخير, ধন্যবাদ।","{'bytes': None, 'path': 'audiosamples/audio_2430.wav'}"
この公園はとても美しく、その美しさはアラビア語で「جمال」（ジャマール）と表現されることもあります。,"{'bytes': None, 'path': 'audiosamples/audio_2431.wav'}"
الحياة جميلة 人生は美しいです 生活是美丽的 জীবন সুন্দর।,"{'bytes': None, 'path': 'audiosamples/audio_2432.wav'}"
أنا yêu вас dan saya menghargai keragaman bahasa kita.,"{'bytes': None, 'path': 'audiosamples/audio_2433.wav'}"
"جوليا قالت ""привет"" во время поездки в Германию, und sie lernte schnell ein paar Wörter auf Hindi: ""नमस्ते"".","{'bytes': None, 'path': 'audiosamples/audio_2434.wav'}"
السفر إلى برلين مع Freunde é uma experiência única que enrichit l'esprit et crée des souvenirs inoubliables.,"{'bytes': None, 'path': 'audiosamples/audio_2435.wav'}"
"这个句子中，我们可以说“Merhaba,” যা মানে হল ""হ্যালো,"" ويعبر عن الترحيب بكل لغة.","{'bytes': None, 'path': 'audiosamples/audio_2436.wav'}"
東京は素晴らしい都市です، وأنا أحب تعلم اللغات مثل الإسبانية بها.,"{'bytes': None, 'path': 'audiosamples/audio_2437.wav'}"
"La niña dijo ""حب"" khi cô ấy cantou uma canção suave.","{'bytes': None, 'path': 'audiosamples/audio_2438.wav'}"
"Le livre 在书架上是一个宝贝，وهو جسر بين الثقافات, y nos enseña mucho.","{'bytes': None, 'path': 'audiosamples/audio_2439.wav'}"
"میرا نام إبراهيم adalah, y me gusta aprender lenguas nuevas cada día.","{'bytes': None, 'path': 'audiosamples/audio_2440.wav'}"
"جادة الشانزليزيه مكان رائع للتنزه و keyifli vakit geçirmek için ideal, avec des amis.","{'bytes': None, 'path': 'audiosamples/audio_2441.wav'}"
پاکستان میں شام کا وقت خوبصورت ہوتا ہے، في العربية نسميه الشفق، ve Türkiye'de akşamın bu saati huzurludur.,"{'bytes': None, 'path': 'audiosamples/audio_2442.wav'}"
"Ketika di sekolah, saya belajar bahasa Arab dan kata-kata seperti ""salaam"" yang berarti perdamaian serta ""ma'arifah"" yang berarti pengetahuan sangat menarik bagi saya.","{'bytes': None, 'path': 'audiosamples/audio_2443.wav'}"
قام محمد بتحضير البرياني بأسلوب بنغالي أصيل، حيث استعمل الأرز البسمتي والماسالا لإعطاء الطعام نكهة مميزة.,"{'bytes': None, 'path': 'audiosamples/audio_2444.wav'}"
"أنا أحب قراءة كتب Goethe, e a sua influência na literatura é global.","{'bytes': None, 'path': 'audiosamples/audio_2445.wav'}"
Lezzetli bir الكنافة Türk mutfağında da oldukça popülerdir.,"{'bytes': None, 'path': 'audiosamples/audio_2446.wav'}"
"আমার বন্ধুর ""مكتبة"" (maktaba) থেকে ""كتاب"" (kitab) ধার নিয়ে পরতে বসলাম যা ""فصحى"" (fusha) ভাষায় লিখিত।","{'bytes': None, 'path': 'audiosamples/audio_2447.wav'}"
"寒い日ですね、şansınız bol olsun, يوم موفق لكم, espero que tengan éxito.","{'bytes': None, 'path': 'audiosamples/audio_2448.wav'}"
Мой друг из Индонезии учится читать العربية und er liebt die deutsche Kultur.,"{'bytes': None, 'path': 'audiosamples/audio_2449.wav'}"
"الغابة الخضراء في ألمانيا جميلة, und wenn Sie Glück haben, könnten Sie einen cá mập sehen, mientras disfrutas de un delicioso café.","{'bytes': None, 'path': 'audiosamples/audio_2450.wav'}"
"التعاون بين الدول важный для развития, et l'échange culturel est enrichissant, 同时促进了全球理解。","{'bytes': None, 'path': 'audiosamples/audio_2451.wav'}"
أحب أن أرتدي الباتيك عندما أزور مكة لأداء العمرة.,"{'bytes': None, 'path': 'audiosamples/audio_2452.wav'}"
"سافرت إلى بكين لأتعلم الكونغ فو، ووجدت نفسي مفتونًا بثقافة الشاي الصينية وحكمة كتاب التغيير ""إي جينغ"".","{'bytes': None, 'path': 'audiosamples/audio_2453.wav'}"
"""The বই किताब (book) is ممتاز (excellent) for learning languages.""","{'bytes': None, 'path': 'audiosamples/audio_2454.wav'}"
"Das schöne Morgenlicht بينما kita menikmati secangkir kopi, ist einfach wunderbar.","{'bytes': None, 'path': 'audiosamples/audio_2455.wav'}"
मैं खुश हूँ أنا مسرور خوشحال ہوں tôi rất hạnh phúc.,"{'bytes': None, 'path': 'audiosamples/audio_2456.wav'}"
سافرت إلى إسطنبول لتجربة الكباب التركي الأصيل واستمتعت بجمال البوسفور وسحر البازار الكبير.,"{'bytes': None, 'path': 'audiosamples/audio_2457.wav'}"
"La niña dijo ""ich liebe Fußball"" enquanto a bola rolava no campo sob o céu مشمس.","{'bytes': None, 'path': 'audiosamples/audio_2458.wav'}"
"میرا نام إبراهيم adalah, y me gusta aprender lenguas nuevas cada día.","{'bytes': None, 'path': 'audiosamples/audio_2459.wav'}"
"ما أجمل العلاقة التي تجمع بين các bạn, آپ سب کو terima kasih.","{'bytes': None, 'path': 'audiosamples/audio_2460.wav'}"
"প্যারিসে আমরা “أصدقاء” এবং friends, partageant des moments inoubliables sur la Seine.","{'bytes': None, 'path': 'audiosamples/audio_2461.wav'}"
"Le professeur أحمد said, ""To learn a new language, il faut pratiquer chaque jour.""","{'bytes': None, 'path': 'audiosamples/audio_2462.wav'}"
الحياة جميلة 人生は美しいです 生活是美丽的 জীবন সুন্দর।,"{'bytes': None, 'path': 'audiosamples/audio_2463.wav'}"
Amor (爱) 愛は世界をつなぐ力であり、الحب قادر على تجاوز الحدود واللغات.,"{'bytes': None, 'path': 'audiosamples/audio_2464.wav'}"
"أنا أحب قراءة كتب Goethe, e a sua influência na literatura é global.","{'bytes': None, 'path': 'audiosamples/audio_2465.wav'}"
"Ich finde Bánh mì نَجيب sehr lecker und einzigartig, was Kulturen verbindet.","{'bytes': None, 'path': 'audiosamples/audio_2466.wav'}"
"В Каире (Cairo), я встретил человека, который говорил по-английски и писал стихи на العربية.","{'bytes': None, 'path': 'audiosamples/audio_2467.wav'}"
Viele Menschen finden die Kombination aus Deutsch und اللغة العربية الفصحى besonders faszinierend und bereichernd für das kulturelle Verständnis.,"{'bytes': None, 'path': 'audiosamples/audio_2468.wav'}"
"在沙漠中，محمد قال: ""Дружба не знает границ,"" và Hào đồng ý.","{'bytes': None, 'path': 'audiosamples/audio_2469.wav'}"
"虽然她的母语是阿拉伯语，但她也能流利地说汉语，尤其是在使用词汇如""مكتبة"" (图书馆) 和 ""أستاذ"" (教授)时。","{'bytes': None, 'path': 'audiosamples/audio_2470.wav'}"
قررت أن أدرس الهايكو، لكن صديقي فضل تعلم الكاراتيه لأنه يعتبره رياضة وفناً يابانياً رائعاً.,"{'bytes': None, 'path': 'audiosamples/audio_2471.wav'}"
"میرا نام إبراهيم adalah, y me gusta aprender lenguas nuevas cada día.","{'bytes': None, 'path': 'audiosamples/audio_2472.wav'}"
أنا люблю читать Bücher und to improve my Sprachkenntnisse каждый день.,"{'bytes': None, 'path': 'audiosamples/audio_2473.wav'}"
"Le livre 在书架上是一个宝贝，وهو جسر بين الثقافات, y nos enseña mucho.","{'bytes': None, 'path': 'audiosamples/audio_2474.wav'}"
سفر (safar) العلم (ilm) путешествие (puteshestvie) ilmu adalah مغامرة (mughāmara) ум (um) yang مثيرة (muthirah).,"{'bytes': None, 'path': 'audiosamples/audio_2475.wav'}"
Mình yêu hòa bình 和平، والتفاهم بين شعوب العالم.,"{'bytes': None, 'path': 'audiosamples/audio_2476.wav'}"
"La fille a dit ""मुझे खाना चाहिए"", während sie die نجوم bewunderte.","{'bytes': None, 'path': 'audiosamples/audio_2477.wav'}"
دعوت الأصدقاء إلى المطعم الجديد لتذوق البيرياني اللذيذ والماسالا الشهية مع النان الطازج.,"{'bytes': None, 'path': 'audiosamples/audio_2478.wav'}"
"তোমার সঙ্গে আলাপ খুব হোস গেল, seninle konuşmak harikaydı, معك الحديث كان رائعًا, và trò chuyện với bạn rất tuyệt.","{'bytes': None, 'path': 'audiosamples/audio_2479.wav'}"
मैं एक शांति संदेशवाहक हूँ - أنا رسول السلام.,"{'bytes': None, 'path': 'audiosamples/audio_2480.wav'}"
"أنا أحب قراءة كتب Goethe, e a sua influência na literatura é global.","{'bytes': None, 'path': 'audiosamples/audio_2481.wav'}"
"في الحديقة, los niños يلعبون mientras こどもたちが遊んでいます。","{'bytes': None, 'path': 'audiosamples/audio_2482.wav'}"
"Le garçon a dit ""مرحبا"" en admirant ""pemandangan"" güzel devant lui.","{'bytes': None, 'path': 'audiosamples/audio_2483.wav'}"
"В Ханое я встретил человека, который говорил по-русски, وتحدثنا عن الأدب والثقافة, trong một quán cà phê rất yên tĩnh.","{'bytes': None, 'path': 'audiosamples/audio_2484.wav'}"
El gato أحبُّ ねこを kucing yang lucu dan cerdas.,"{'bytes': None, 'path': 'audiosamples/audio_2485.wav'}"
在北京的故宫里，每当夕阳西下时，你可以看到黄金色的روشن 闪耀着迷人的光芒。,"{'bytes': None, 'path': 'audiosamples/audio_2486.wav'}"
"أخبرني صديقي الياباني ""友達"" أن ""phở"" هو أفضل طعام فيتنامي، et je suis tout à fait d'accord.","{'bytes': None, 'path': 'audiosamples/audio_2487.wav'}"
A vida (Portuguese) في الطبيعة (Standard Arabic) adalah indah (Indonesian) und wunderbar (German).,"{'bytes': None, 'path': 'audiosamples/audio_2488.wav'}"
"В Каире (Cairo), я встретил человека, который говорил по-английски и писал стихи на العربية.","{'bytes': None, 'path': 'audiosamples/audio_2489.wav'}"
"أنا أحب أن أتعلم لغات مختلفة مثل الصينية 我喜欢学习不同的语言，比如西班牙语 me encanta aprender idiomas diferentes, como el turco ve Türkçe'yi öğrenmekten keyif alıyorum.","{'bytes': None, 'path': 'audiosamples/audio_2490.wav'}"
"The student said, ""আমি শিখতে চাই,"" which means ""أريد أن أتعلم"" in Arabic, and ""Quiero aprender"" in Spanish.","{'bytes': None, 'path': 'audiosamples/audio_2491.wav'}"
أنا yêu вас dan saya menghargai keragaman bahasa kita.,"{'bytes': None, 'path': 'audiosamples/audio_2492.wav'}"
"While visiting the Taj Mahal, Rahul disse, ""هذا المكان جميل بشكل لا يصدق,"" and Emma replied in awe, ""It's truly a wonder.""","{'bytes': None, 'path': 'audiosamples/audio_2493.wav'}"
Kemarin (Indonesian) أنا (Arabic) खाना (Hindi) gegessen und es war sehr lecker (German).,"{'bytes': None, 'path': 'audiosamples/audio_2494.wav'}"
میں आपकी मदद کरنे के लिए hazırım ve امید hai ki biz başaracağız.,"{'bytes': None, 'path': 'audiosamples/audio_2495.wav'}"
"While visiting the Taj Mahal, Rahul disse, ""هذا المكان جميل بشكل لا يصدق,"" and Emma replied in awe, ""It's truly a wonder.""","{'bytes': None, 'path': 'audiosamples/audio_2496.wav'}"
This English sentence مع بعض الكلمات العربية também tem palavras em português.,"{'bytes': None, 'path': 'audiosamples/audio_2497.wav'}"
"Анда (Indonesian for ""you"") es (Spanish for ""is"") очень (Russian for ""very"") مبدع (Standard Arabic for ""creative"").","{'bytes': None, 'path': 'audiosamples/audio_2498.wav'}"
"هذا الجملة تحتوي على كلمات بالعربية, и по-русски, cũng như tiếng Việt, そして日本語で書かれています。","{'bytes': None, 'path': 'audiosamples/audio_2499.wav'}"
"Der Junge sagte ""Merhaba"", während er das Bild eines ""قلم"" malte, y finalmente exclamó ""¡Qué hermoso!"".","{'bytes': None, 'path': 'audiosamples/audio_2500.wav'}"
"محبت (Urdu) любовь (Russian), مَحَبَّة (Arabic), और प्रेम (Hindi) सार्वभौमिक भावनाएं हैं.","{'bytes': None, 'path': 'audiosamples/audio_2501.wav'}"
سافرت إلى جاكرتا لتعلم اللغة الإندونيسية وimproved my English on the way.,"{'bytes': None, 'path': 'audiosamples/audio_2502.wav'}"
"Мой друг (my friend), siempre (always) فاز (wins) جميع (all) المسابقات (competitions) اور وہ (and he) ہمیشہ (always) ayuda (helps) другим (others).","{'bytes': None, 'path': 'audiosamples/audio_2503.wav'}"
"Le professeur أحمد said, ""To learn a new language, il faut pratiquer chaque jour.""","{'bytes': None, 'path': 'audiosamples/audio_2504.wav'}"
أحب أن آكل الكباب التركي مع الأيكان وأستمتع بمنظر البوسفور الخلاب في إسطنبول.,"{'bytes': None, 'path': 'audiosamples/audio_2505.wav'}"
تحدث السياسي بحماس شديد عن التعاون بين الدول العربية وأميركا اللاتينية، مؤكداً على أهمية الثقافة والموسيقى في بناء جسور الأميستاد بين الشعوب.,"{'bytes': None, 'path': 'audiosamples/audio_2506.wav'}"
"میرا نام John है, और میں आपकी मदद के لिए ہوں।","{'bytes': None, 'path': 'audiosamples/audio_2507.wav'}"
"أخبرني صديقي الياباني ""友達"" أن ""phở"" هو أفضل طعام فيتنامي، et je suis tout à fait d'accord.","{'bytes': None, 'path': 'audiosamples/audio_2508.wav'}"
यह जरूरी है que nous travaillons ensemble لتحقيق السلام العالمي.,"{'bytes': None, 'path': 'audiosamples/audio_2509.wav'}"
"هذا الجملة تحتوي على كلمات بالعربية, и по-русски, cũng như tiếng Việt, そして日本語で書かれています。","{'bytes': None, 'path': 'audiosamples/audio_2510.wav'}"
"Le professeur أحمد said, ""To learn a new language, il faut pratiquer chaque jour.""","{'bytes': None, 'path': 'audiosamples/audio_2511.wav'}"
Viele Menschen finden die Kombination aus Deutsch und اللغة العربية الفصحى besonders faszinierend und bereichernd für das kulturelle Verständnis.,"{'bytes': None, 'path': 'audiosamples/audio_2512.wav'}"
"Yarın, إن شاء الله, мы будем отмечать Tết с tradisyonal Türk lezzetleri.","{'bytes': None, 'path': 'audiosamples/audio_2513.wav'}"
"在沙漠中，محمد قال: ""Дружба не знает границ,"" và Hào đồng ý.","{'bytes': None, 'path': 'audiosamples/audio_2514.wav'}"
यह जरूरी है que nous travaillons ensemble لتحقيق السلام العالمي.,"{'bytes': None, 'path': 'audiosamples/audio_2515.wav'}"
استمتعت بتجربة الكايبيرينيا، المشروب البرازيلي الشهير، وأنا أتجول في الأسواق القديمة وأستمع إلى موسيقى الفادو الحزينة.,"{'bytes': None, 'path': 'audiosamples/audio_2516.wav'}"
"مرحباً, eu espero que a погода seja boa amanhã.","{'bytes': None, 'path': 'audiosamples/audio_2517.wav'}"
我今天在图书馆学习了几个小时，感觉就像在沙漠中找到了一片绿洲。,"{'bytes': None, 'path': 'audiosamples/audio_2518.wav'}"
"这个句子中，我们可以说“Merhaba,” যা মানে হল ""হ্যালো,"" ويعبر عن الترحيب بكل لغة.","{'bytes': None, 'path': 'audiosamples/audio_2519.wav'}"
"میرا نام إبراهيم adalah, y me gusta aprender lenguas nuevas cada día.","{'bytes': None, 'path': 'audiosamples/audio_2520.wav'}"
"Le Chat noir (French) sagt ""Guten Tag"" (German) إلى صديقه (Standard Arabic) while strolling through the English garden.","{'bytes': None, 'path': 'audiosamples/audio_2521.wav'}"
سافرت إلى إسطنبول لتجربة الكباب التركي الأصيل واستمتعت بجمال البوسفور وسحر البازار الكبير.,"{'bytes': None, 'path': 'audiosamples/audio_2522.wav'}"
"أنا أحب قراءة كتب Goethe, e a sua influência na literatura é global.","{'bytes': None, 'path': 'audiosamples/audio_2523.wav'}"
"Taman ini sangat indah, und die Blumen blühen wunderschön, जबकि बच्चे खेल रहे हैं, والطقس معتدل.","{'bytes': None, 'path': 'audiosamples/audio_2524.wav'}"
"В Ханое я встретил человека, который говорил по-русски, وتحدثنا عن الأدب والثقافة, trong một quán cà phê rất yên tĩnh.","{'bytes': None, 'path': 'audiosamples/audio_2525.wav'}"
在东京的清晨，日本的樱花与中文的“美丽”一起绽放，في حين أن الشعر العربي يضيف عمقًا للجمال، اردو کا ایک شاعر بھی تعریف کرتا ہے۔,"{'bytes': None, 'path': 'audiosamples/audio_2526.wav'}"
"""The বই किताब (book) is ممتاز (excellent) for learning languages.""","{'bytes': None, 'path': 'audiosamples/audio_2527.wav'}"
Mi amigo preparó un delicioso كبسة y juntos disfrutamos de la موسيقى tradicional bajo las estrellas.,"{'bytes': None, 'path': 'audiosamples/audio_2528.wav'}"
L'amitié (French) بين الناس (Standard Arabic) بہت اہم ہوتا ہے (Urdu) dan menghubungkan berbagai budaya (Indonesian).,"{'bytes': None, 'path': 'audiosamples/audio_2529.wav'}"
मैंने आज सुबह القهوة के साथ 寿司 を 食べました。,"{'bytes': None, 'path': 'audiosamples/audio_2530.wav'}"
"مرحباً, eu espero que a погода seja boa amanhã.","{'bytes': None, 'path': 'audiosamples/audio_2531.wav'}"
"Anh ấy nói tiếng Đức rất ""gut"" و قرر أن يتعلم viết tiếng Việt trong khi ở Berlin.","{'bytes': None, 'path': 'audiosamples/audio_2532.wav'}"
Anak saya makan phở trong khi menulis بالخط العربي et apprendre des mots français.,"{'bytes': None, 'path': 'audiosamples/audio_2533.wav'}"
Anak saya makan phở trong khi menulis بالخط العربي et apprendre des mots français.,"{'bytes': None, 'path': 'audiosamples/audio_2534.wav'}"
La amistad مضبوط ہوتی ہے عندما نتشارك تجاربنا 和共同的目标。,"{'bytes': None, 'path': 'audiosamples/audio_2535.wav'}"
"أحب أن أسافر إلى تركيا والبرازيل لاستكشاف الثقافات المتنوعة ve deniz ürünleri yemek, além de aprender sobre a história local.","{'bytes': None, 'path': 'audiosamples/audio_2536.wav'}"
"ندیم، un chercheur passionné, قرر أن يكتب مقالة عن l'architecture مغاربية et son تأثير على l'urbanisme moderne.","{'bytes': None, 'path': 'audiosamples/audio_2537.wav'}"
"I love موسيقى and música, которая соединяет людей в гармонии.","{'bytes': None, 'path': 'audiosamples/audio_2538.wav'}"
This English sentence مع بعض الكلمات العربية também tem palavras em português.,"{'bytes': None, 'path': 'audiosamples/audio_2539.wav'}"
میں आपकी मदद کरنे के लिए hazırım ve امید hai ki biz başaracağız.,"{'bytes': None, 'path': 'audiosamples/audio_2540.wav'}"
我喜欢阅读古兰经，أنا أحب قراءة القرآن.,"{'bytes': None, 'path': 'audiosamples/audio_2541.wav'}"
"جادة الشانزليزيه مكان رائع للتنزه و keyifli vakit geçirmek için ideal, avec des amis.","{'bytes': None, 'path': 'audiosamples/audio_2542.wav'}"
"मेरा नाम أحمد है, y me gusta 学习新语言।","{'bytes': None, 'path': 'audiosamples/audio_2543.wav'}"
मैंने आज सुबह القهوة के साथ 寿司 を 食べました。,"{'bytes': None, 'path': 'audiosamples/audio_2544.wav'}"
"Каждый день (Russian for 'Every day'), eu aprendo (Portuguese for 'I learn') algo nuevo (Spanish for 'something new') ومثير للاهتمام (Standard Arabic for 'and interesting').","{'bytes': None, 'path': 'audiosamples/audio_2545.wav'}"
أحب أن أرتدي الباتيك عندما أزور مكة لأداء العمرة.,"{'bytes': None, 'path': 'audiosamples/audio_2546.wav'}"
আমি এই কফি খুব পছন্দ করি، কারণ c'est très délicieux و يحتوي على نكهات مميزة kişilere neşe verir.,"{'bytes': None, 'path': 'audiosamples/audio_2547.wav'}"
यह जरूरी है que nous travaillons ensemble لتحقيق السلام العالمي.,"{'bytes': None, 'path': 'audiosamples/audio_2548.wav'}"
قرر محمد أن يذهب إلى المكتبة لاستعارة كتب في الفيزياء والكيمياء، لكنه توقف لشراء بعض المسالا والچائے من السوبر ماركت لأمه.,"{'bytes': None, 'path': 'audiosamples/audio_2549.wav'}"
"هذا الجملة تحتوي على كلمات بالعربية, и по-русски, cũng như tiếng Việt, そして日本語で書かれています。","{'bytes': None, 'path': 'audiosamples/audio_2550.wav'}"
"میں love فن der Kunst, which جمع الثقافات verschiedener Länder in harmonischer اتحاد.","{'bytes': None, 'path': 'audiosamples/audio_2551.wav'}"
"東京は素晴らしいгород, وأنا أحب التجول في شوارعه النابضة بالحياة while discovering new cultures.","{'bytes': None, 'path': 'audiosamples/audio_2552.wav'}"
"这个句子包括多种语言：Турецкий язык, 简体中文, اللغة العربية الفصحى, и Русский язык, которые вместе показывают красоту языкового разнообразия.","{'bytes': None, 'path': 'audiosamples/audio_2553.wav'}"
"Каждый вечер, после работы, я люблю расслабиться и читать книгу, попивая чашечку арабского قهوة, наслаждаясь её богатым ароматом и вкусом.","{'bytes': None, 'path': 'audiosamples/audio_2554.wav'}"
J'adore القهوة التي تُشرب في 中国的早晨 while reading an English novel.,"{'bytes': None, 'path': 'audiosamples/audio_2555.wav'}"
L'amitié (French) بين الناس (Standard Arabic) بہت اہم ہوتا ہے (Urdu) dan menghubungkan berbagai budaya (Indonesian).,"{'bytes': None, 'path': 'audiosamples/audio_2556.wav'}"
"Когда я поехал в Москву, я забронировал отель, который называется ""فندق السلام"", что означает ""Гостиница Мира"".","{'bytes': None, 'path': 'audiosamples/audio_2557.wav'}"
"في كل صباح، أحتسي فنجان قهوة وأستمتع بالـ ""ساكورا"" المزهرة من شرفتي.","{'bytes': None, 'path': 'audiosamples/audio_2558.wav'}"
"La 🌎 es bella y رائعة, with un ciel bleu et des gens de toutes cultures.","{'bytes': None, 'path': 'audiosamples/audio_2559.wav'}"
私の友達は「صديقي」で、我们学习不同的语言。,"{'bytes': None, 'path': 'audiosamples/audio_2560.wav'}"
"В Ханое я встретил человека, который говорил по-русски, وتحدثنا عن الأدب والثقافة, trong một quán cà phê rất yên tĩnh.","{'bytes': None, 'path': 'audiosamples/audio_2561.wav'}"
"میں نے آج ""باغ میں پھولوں"" کی خوبصورتی دیکھی۔","{'bytes': None, 'path': 'audiosamples/audio_2562.wav'}"
"La niña dijo ""حب"" khi cô ấy cantou uma canção suave.","{'bytes': None, 'path': 'audiosamples/audio_2563.wav'}"
"Der Junge sagte ""Merhaba"", während er das Bild eines ""قلم"" malte, y finalmente exclamó ""¡Qué hermoso!"".","{'bytes': None, 'path': 'audiosamples/audio_2564.wav'}"
"El gato negro (Spanish) dedi ki: ""Merhaba"" (Turkish), و قال ""سلام عليكم"" (Standard Arabic) للجميع في الغرفة.","{'bytes': None, 'path': 'audiosamples/audio_2565.wav'}"
"Le garçon a dit ""مرحبا"" en admirant ""pemandangan"" güzel devant lui.","{'bytes': None, 'path': 'audiosamples/audio_2566.wav'}"
"मेरा दोस्त 'صديقي' तुर्की में एक अद्भुत त्योहार में शामिल हुआ, जिसे 'harika bir festival' कहते हैं।","{'bytes': None, 'path': 'audiosamples/audio_2567.wav'}"
"आपकी मुस्कान बहुत خوبसورत है, senyummu sangat indah.","{'bytes': None, 'path': 'audiosamples/audio_2568.wav'}"
Le chat (French) dijo (Spanish) أين (Arabic) 猫 (Japanese).,"{'bytes': None, 'path': 'audiosamples/audio_2569.wav'}"
أنا люблю читать Bücher und to improve my Sprachkenntnisse каждый день.,"{'bytes': None, 'path': 'audiosamples/audio_2570.wav'}"
"मेरा दोस्त 'صديقي' तुर्की में एक अद्भुत त्योहार में शामिल हुआ, जिसे 'harika bir festival' कहते हैं।","{'bytes': None, 'path': 'audiosamples/audio_2571.wav'}"
मैं खुश हूँ أنا مسرور خوشحال ہوں tôi rất hạnh phúc.,"{'bytes': None, 'path': 'audiosamples/audio_2572.wav'}"
أنا أحب أن أتعلم اللغة الفيتنامية لأنها جميلة và thú vị.,"{'bytes': None, 'path': 'audiosamples/audio_2573.wav'}"
"میرا نام John है, और میں आपकी मदद के لिए ہوں।","{'bytes': None, 'path': 'audiosamples/audio_2574.wav'}"
أنا أحب تناول البو (phở) كوجبة إفطار، لأنها شهية وطازجة وتمنحني الطاقة لبدء يومي.,"{'bytes': None, 'path': 'audiosamples/audio_2575.wav'}"
أنا أحب السفر إلى اليابان، 日本は本当に美しい国ですね。,"{'bytes': None, 'path': 'audiosamples/audio_2576.wav'}"
"میرا نام إبراهيم adalah, y me gusta aprender lenguas nuevas cada día.","{'bytes': None, 'path': 'audiosamples/audio_2577.wav'}"
"Saya suka makan nasi, y los días soleados son hermosos, وأحب قراءة الكتب الجيدة.","{'bytes': None, 'path': 'audiosamples/audio_2578.wav'}"
أنا yêu вас dan saya menghargai keragaman bahasa kita.,"{'bytes': None, 'path': 'audiosamples/audio_2579.wav'}"
センセイが寒い日に「مرحباً، أريد كوباً من الشاي」と言いながら、çay için teşekkür ederim.,"{'bytes': None, 'path': 'audiosamples/audio_2580.wav'}"
"أنا أحب القطط كثيرًا, me gustan mucho los gatos, 猫が大好きです, আমি বিড়াল পছন্দ করি।","{'bytes': None, 'path': 'audiosamples/audio_2581.wav'}"
"В Ханое я встретил человека, который говорил по-русски, وتحدثنا عن الأدب والثقافة, trong một quán cà phê rất yên tĩnh.","{'bytes': None, 'path': 'audiosamples/audio_2582.wav'}"
"আমার দোস্ত এমন একজন ""معلم"" যে সবসময় ""صبر"" এর সাথে শিক্ষা দেন, এবং সে ""سلام"" কে প্রাধান্য দেয়।","{'bytes': None, 'path': 'audiosamples/audio_2583.wav'}"
"میں love فن der Kunst, which جمع الثقافات verschiedener Länder in harmonischer اتحاد.","{'bytes': None, 'path': 'audiosamples/audio_2584.wav'}"
J'adore القهوة التي تُشرب في 中国的早晨 while reading an English novel.,"{'bytes': None, 'path': 'audiosamples/audio_2585.wav'}"
"В Сан-Паулу (São Paulo), я видел надпись ""السلام على الجميع"" и người phụ nữ nói ""paz a todos"".","{'bytes': None, 'path': 'audiosamples/audio_2586.wav'}"
میں انڈونیشیا جانا چاهتا ہوں لتتعلم اللغة العربية وأستمتع بالثقافة الغنية - Saya ingin pergi ke Indonesia untuk belajar bahasa Arab dan menikmati kebudayaan yang kaya.,"{'bytes': None, 'path': 'audiosamples/audio_2587.wav'}"
Ahmet-san نے これからアラビア語のمضمونを書き始めると決意しました。,"{'bytes': None, 'path': 'audiosamples/audio_2588.wav'}"
"Aku cinta kamu (Indonesian), te echo de menos (Spanish), أشتاق لك (Standard Arabic), 我想你 (Mandarin Chinese).","{'bytes': None, 'path': 'audiosamples/audio_2589.wav'}"
La amistad مضبوط ہوتی ہے عندما نتشارك تجاربنا 和共同的目标。,"{'bytes': None, 'path': 'audiosamples/audio_2590.wav'}"
"أنا أحب قراءة كتب Goethe, e a sua influência na literatura é global.","{'bytes': None, 'path': 'audiosamples/audio_2591.wav'}"
"""السفر إلى بالي est une expérience inoubliable, menyatu dengan الطبيعة et la culture riche.""","{'bytes': None, 'path': 'audiosamples/audio_2592.wav'}"
"Pada musim semi di Berlin, يمشي الناس في حديقة тропический в то время как они belajar kata-kata baru.","{'bytes': None, 'path': 'audiosamples/audio_2593.wav'}"
في كل صباح، أحب أن أشرب كوباً من الشاي (چائے) المعطر بالهيل (الائچی) وأتناول بعض السموسه (سموسہ) اللذيذة.,"{'bytes': None, 'path': 'audiosamples/audio_2594.wav'}"
الحياة جميلة 人生は美しいです 生活是美丽的 জীবন সুন্দর।,"{'bytes': None, 'path': 'audiosamples/audio_2595.wav'}"
在东京的清晨，日本的樱花与中文的“美丽”一起绽放，في حين أن الشعر العربي يضيف عمقًا للجمال، اردو کا ایک شاعر بھی تعریف کرتا ہے۔,"{'bytes': None, 'path': 'audiosamples/audio_2596.wav'}"
